,sentence,label
174,Çaydanlık çelik diye satın aldık. Suyu fazla kaynatıyor. İkinci hafta düğmesi bozuldu. geri gönderiyoruz. umarım servisi iyidir.,Olumsuz
175,"sonra dibine baktık ki paslanmış iç tabanı ve kapağının altındakimetal. kesinlikle çelik değil, sakın almayın!",Olumsuz
176,Berbat bir fırın turbo var güya fan dönmüyor turboda ısıtmıyor. Bir bakıyorsun bembeyaz pişmemiş daha bir kaç dakika sonra bir bakıyorsun yanmış. Tam bir rezalet,Olumsuz
177,sessiz ve çok şık. çok beğendim,Olumlu
178,ürünü buradaki yorumlara istinaden aldım hepsi burada farkıyla bir günde geldi.ama üçüncü kullanmada üst gövde hamuru yogururken alt gövdeden ayrıldı ve makina kendini durdurdu ..15 gün oldu alalı şimdi tamire gidecek maalesef,Olumsuz
179,Olumlu yönleri: ürün göründüğü gibi ve hızlı kargo için teşekkürler,Olumlu
180,Ürün sipariş verdikten yaklaşık 10gün sonra elimde oldu 25kasımda verdim 4aralıkta aldım  ürün güzel ince görüntü kalitesi gayet iyi ama duvara asıcak arkadaşlar normalde tvlerin arkasında dört adet aparat  vidalama yeri olur bunda iki tane var aparatın her parçasını tek vida tutuyor ve hiç güvenli değil,Olumsuz
181,Olumsuz yönleri: hiç memnun kaldım daha 1 kere çalıştırdım  bozuldu geri iade edicem,Olumsuz
182,Ürün 3 gün de geldi başarılı görünüyor.Annem sevdi.,Olumlu
183,Çeyizine aldığım bir ürün parçaları çok kullanışlı tavsiye ederim,Olumlu
184,Ürünü Niğde Karaca mağazasından satın aldım. İndirim olmasına rağmen internet fiyatından daha 10 tl daha pahalıya almış oldum. İlk kullanımda gözlemlerim ürünün çok gürültülü çalıştığı ve sebzeleri iyi sıkıp meyveleri iyi sıkamadığı oldu. Meyve posalarında su kalıyor. Ayrıca meyve suyunda köpük yapması  tadı bozuyor. Ürünü tavsiye etmiyorum. Keşke almasaydım.,Olumsuz
185,Aldığım ürün elime ulaşmadı. İade için ise karşımda muhatap yok.Firmadan ses yok.amazzon is ortaklarının korumuş .Müşteri olmamak lazım .Parami ya da ürünü alamiyorum,Olumsuz
186,Ürünü aldığımızdan beri koyu renklilerde deterjan kalıntısı bırakıyor. Servisi çağırdık uzun programı kullanın dediler.,Olumsuz
187,Sadece bir kere durulama yapıyor beni düsündüren bu sadece,Olumsuz
188,Eşime hediye olarak aldım. Çok beğendi ve çok kullanışlı tavsiye ederim.,Olumlu
189,ürünün AP özelliği yok. alacak kişi bunu göz önünde bulundursun. Router olarakda diğer cihazımdan bi fazlasını görmedim. türkçe  destegi de yok.tavsiye etmiyorum,Olumsuz
190,Almayın dayanaklı bir urun değil boyasi atiyor arizalaniyor,Olumsuz
191,Urunu baska bir yerden aldim birkac kullanimda bozuldu... Hic bulasmayin,Olumsuz
192,Herşeyiyle mükemmel .Rengi süper. gelir gelmez kullandım çok beğendim. Sesi de rahatsızlık vermiyor.,Olumlu
193,"Ürün çok hoş,bu fiyata alabileceğinizin en iyisi.Ayrıca süpriz hediye
için çok teşekkürler:)",Olumlu
194,verimli çalışmıyor. yeterli ısıya ulaşamıyor. dolayısıyla tost yapamıyorsunuz,Olumsuz
195,"Bilmem kaçıncı siparişim oldu, kesinlikle çok memnunum. amazzon.com bu kaliteyi bozmayın lutfen",Olumlu
196,kısa sürede elime ulaştı ve gerçekten çok beğendim herkese de tavsiye ederim.Alıp almama konusunda çook teredutte kalmıstım ama boşuna kalmışımmm gercekten çok guzel,Olumlu
197,siparişi vereli 5 gün oldu hala hazırlanıyor yazıyor müşteri hizmetelrini arıyorum hiç bir bilgi yok biz sizi arıyalım diyorlar arayan da yok . kurumsal firma diye aldık alakası yok .pişmanım .,Olumsuz
198,Ürünü 2016 Temmuzda aldım. 3 ay içinde panelde gölgelenme meydana geldi. Kimseye Önermiyorum.,Olumsuz
199,"Yorucu düz bir yapısı var, malzeme kalitesi düşük, pil ömrü uzun. Üstüne biraz daha koyup daha iyi bir mouse alınmalı. Sözde indirimle aldım. Ertesi gün 16TL daha  indirim yapıldı.",Olumsuz
200,Süper Çok Beğendim Güzel,Olumlu
201,4 aydır sorunsuz kullanıyorum,Olumlu
202,"Modemi alalı 1 ayı geçti sorunlarım hala bitmedi. Bu modelin versiyon
4'ü var bu modem ise V3 ve sorunları bitmek bilmiyor, güncelleme
yayınladılar ancak sorunu çözemedi şunu da unutmayın V3 alıp V4'e
yükseltme yapılamıyor V3'ün kendi güncellemesi yayınlanıyor. Yaşadığım
en büyük problemlerden birisi TV, Telefon PC otomatik bağlanmıyor,
bağlantı koptuktan sonra tekrardan bağlan demen gerekiyor. Ayrıca çok
defa modemden kaynaklı kopmalar yaşadım. Son olarak müşteri hizmetleri
daha iyi çalışan bir modem alın.",Olumsuz
203,henüz belli değil kargo aşamasını beğenmedim,Olumsuz
204,"Ürün geldiği gibi geri iade edildi. çünki arızalı ürün gönderilmişti. sürekli sigortaları attırdı. sigorta arızalı diye, yeni yüksek vatlı sigorta takdırıp  190 tl. de para ödemek zorunda kaldım. Simfer mi bir daha asla satın almam....",Olumsuz
205,"Bu ürünü alan bilinki parasını çöpe atar. Alalı bir ay oldu ve bugün
ikici kullanımımda teflon yüzeyin rengini attığını ve yaptığım ızgarada
muazzam bir teflon kokusunun olduğunu fark ettim. İade için  yasal 14
günlük sürede geçti bizim parada gitti :(",Olumsuz
206,"Kutu içeriğinde yıkama aparatı olmaması çok kötü , ekstra para ile satılması çok saçma. Tıpa olmadan yıkadıktan sonra dalgınlıkla ıslak kullanarak can güvenliğini tehlikeye atabilirsiniz.",Olumsuz
207,"Ürün jak girişi telefonuma tam oturmuyor ve çok kolay bir şekilde
çıkıyor ve kulaklık az ses veriyor sebebi nedir acaba tam olarak
fiyatının hakkını vermiyor beğenmedim",Olumsuz
208,Ergonomi ve el ortapedisi sıfır ürün eli ufak olanda büyük olanda bu fareyi kullandığında garipsiyor.tıklama yaptığınızda ön ve arkada tıklama hareketini hissediyosunuz buda farenın tusu sanki arka tarafında fırlıyomus gibi bi hissiyat uyandırıyor.logitech gibi bi firmaya böyle bir ürün yakısmamıs.alacak olanlar sakın fiyatına aldanıpda almasın.paranızı çöpe atmayın.,Olumsuz
209,Menzil veya çekim gücünü yükseltmek için kötü performanslı bir cihaz  yaklaşık laptopun antensiz entegre kartı ile aynı performans veriyor. Alfa awus36h gibi benzer ürünlerin çok gerisinde. Sadece modemi yakında olan ve pcsinde wifi kart olmayanlara önerebilirim.,Olumsuz
210,cihaz bilgisayar dışında farklı cihazlarda calışmıyor,Olumsuz
211,"ürünü hiç ama hiç beğenmedim kimse tavsiye etmiyorum. Ürünün içi plastik
dolu. paslanmaz çelik yazıyor tamam da filtre plastik, vida plastik,
içindeki rezidansın başlığı da plastik kesinlikle sağlıklı bir ürün
değil arkadaşlar. bilseydim almazdım. içinde plastik parçalar olmayan
çelik ya da cam kettle'lar kullanılmalı.",Olumsuz
212,Doğalgazlı diye aldık TÜPLÜ çıktı,Olumsuz
213,Olumsuz yönleri: Daha uygun fiyata aynı özelliklerde mixer almak mümkün bosch bilinen sağlam bir marka ama mikser en nihayetinde,Olumsuz
214,Ürünü çelik diye aldım. Ve büyük  bir  kısmı  çelik yanlız su kaynama  haznesinde hiç plastik olmamasını tercih ederdim. Çelik olmasını sağlık açısından  istemiştim. içersindeki plastik aksamlar beni  üzdü. Plastik aksam  haricinde çok güzel ürün,Olumlu
215,Ürünü alalı yaklaşık bir sene oluyor hiçbir şikayetimiz yok çok memnunuz .Gönül rahatlığıyla alınabilir.,Olumlu
216,Ürün hiç güzel değil,Olumsuz
217,"Artık alışverişleri Teknosa'dan yapmayı düşünüyorum. Müşteri güven ister,O da Teknosa'da var. Müşteri ile ilişkileri yerinde. Başka yerden aldığım cihazım 4 aydır teknik serviste olduğunu söyledim..Teknosa görevlisi ise buradan aldığın ürün serviste 20 günü geçerse gel ücretini ben vereyim dedi. Benimde aradığım güven buydu...Böyle olunca Samsung g610 j7 prıme yi güvenle almayı düşünüyorum.",Olumlu
218,bence fiyatı cok iyi güzel performans istiyorsanız bu fiyatlarda alabileceginiz en iyi süpürgelerden birisi bu philips markasını zaten cok seviyorum kalite ürünler üretiyor süpürgeleride cok iyi bence düşünmeden alabilirsiniz.,Olumlu
219,Hızlı ve sorunsuz teslim oldu. Çok kullanışlı. Buhar fişe taktığın gibi hazır neredeyse.,Olumlu
220,Kargo hızlı ürün güzel,Olumlu
221,Yenisey ve hepsi burada ikilisine teşekkür ediyorum :) Anneme aldım bu üründen ve ertesi gün elimize ulaştı. Ürün çok güzel cezve görevi görüyor ve taşma derdi yok :) Güvenle alabilirsiniz. İyi Alışverişler :):),Olumlu
222,Arzum rondoyu cam hazinesinden dolayı beğenerek aldım . aldığım günden beri sıkıntılı çalışıyordu.  7 ay oldu arızalandı sonunda .servise gönderdik kullanıcı hatası dediler 70 tl ucret karşılığında yapacaklarını bildirdiler. Plâstik aksanı bozulmuş. Ürünün kendisini 110 tl aldım zaten. Bir daha bu markadan bişey almam kimseye de tavsiye etmem,Olumsuz
223,çiğ kalıyor kahveyi kaynatıyor başarısız,Olumsuz
224,"Ürün elime ulaşmadığı için yorum yapamıyorum.ancak Müge hanıma aldığım
yerdeki Müge hanıma teşekkür ediyorum ilgili ve alakalı ve geri dönüş
yapıyor.onlardan kaynaklı olmaya bilir ,taşımakaynaklıdır ancak
memnüniyetsizllik oluştu bende",Olumsuz
225,"Fiyat olarak uygun bir ürün ama kalitesi bence bu fiyatıda hak etmiyor. Tarak dişleri fotoğrafta göründüğü kadar sık değil, elinize ilk aldığınızda hemen bir pişmanlık yaşıyorsunuz.",Olumsuz
226,"Ben bu kremi forumlarda okuduklarıma bakarak, müthiş bir beklentiyle aldım. Azıcık bile iyi gelmedi. Ne zaman sürsem ertesi gün sivilceler çıkarttı yüzümde. Bazı ciltlere iyi gelmiyor, beklentinizi düşük tutun.",Olumsuz
227,"Ben FC9205 modelini kullanıyorum, yaklaşık 5 senedir. Modelin üretimi kalmadığı için de son 2-3 senedir de annem, kayınvalidem ve anneanneme FC9919 modelini aldım. Hepsi de makinenin pratikliğinden, kullanımından, emiş gücünden çok memnunlar. Emiş gücünden şikayet eden arkadaşlar belli aralıklarla filtresini temizlemiyorlar. Zamanla kirlenip tıkandığı için de emiş gücünden şikayet ediyorlar. Filtresini en azından ayda 1 temizlerseniz emiş gücü yönünden sıkıntı yaşamazsınız. 2-3 senede bir de filtre ve hepa filtresini değiştirmeniz de makineyi daha verimli kullanmanızı sağlayacaktır. Borusunun kırıldığıyla alakalı şikayet eden arkadaşları da anlamak mümkün değil. Makineyi nasıl kullanıyorlar merak ediyorum. Ne kendim ne de ailemde öyle bir sıkıntıyla karşılaşmadık açıkçası. Bir şeyi sadece kötülemek amaçlı yapılan yorumları doğru bulmuyorum. Olumsuz olarak söyleyeceğim şeyler ise maalesef  fiyat olarak her şey fazla zamlandığı için makine aldığım fiyatların iki katının üstüne çıkmış. Ve de yavaş yavaş daha yeni modelleri çıkmaya başlamış. Daha yeni modelleri biraz daha uyguna bulabilmek mümkün.",Olumlu
228,Ürün spot geldi. İlgi ve alakanıza teşekkürler hb.,Olumsuz
229,"çekiş,emiş, hiç birşey yok.bir motor çalışıyor ama.hiçbir işlevi yok.bu
ne biçim iş",Olumsuz
230,"1) ÇOK KABA
2) TEMİZLİĞİ ÇOK ZOR (GÖRDÜĞÜNÜZ ALET BELKİ 7-8 TANE SÖKÜLMESİ GEREKEN PARÇADAN OLUŞUYOR.)
3) ATTIĞINIZ PARÇALARIN BAZILARI DİPTE BİRİKİYOR. (BIÇAKLAR O ALANI PARÇALAYAMIYOR. LAPA BİR KÜTLE DİPTE KALIYOR.

AMACINIZ DOĞRAMAK PARÇALAMAKSA BLENDER ALIN.
AMACINIZ ÇORBA YAPMAKSA TENCERE KULLANIN.
BUNUNLA ÇORBA YAPMAK DEMEK DİPTE BİR LAPA VE DİĞER TÜM MALZEMELERİN MUNDAR OLMASI DEMEK. 
SOĞAN ÖNCE PİŞMELİ, SONRA SIRAYLA BAŞKA ŞEYLER PİŞMELİ VE İÇERKEN AĞZINIZA MESELA TAVUĞUN GELMESİNİ İSTİYENLERDENSENİZ KESİNLİKLE TENCERE KULLANIN. ÇÜNKÜ BUNDA NE TAVUK NE HAVUÇ ANLAYAMAZSINIZ. 

YİNE DE ÇOOOOK İSTERSENİZ İLLA İNCELEYİN DERİM.",Olumsuz
231,Ürün bugün geldi kapağı tam kapanmıyor ayrıca tabanlığı Su Isıtıcıyla beraber ele geliyor ayrıca elle ayırmak gerekiyor.çok hafif ....ürünü beğenmedim bu nedenle iade ediyorum.,Olumsuz
232,Bence bu tarz ütü makineleri için çok para vermeye gerek yok ben aldım ve çatır çatır ütü yapılıyor ayrıca unutmayın 2 metre'ye yakın kablosu mevcut hiç düşünmeden alın derim....,Olumlu
233,Daha denemedim ama arzum ürünleri her zaman kalitelidir,Olumlu
234,'79 dan bu yana üretilen devrim niteliinde ki walkman 2014 te beni sasirtti.onca tecrübenin ardindan ses kalitesinin misir çarsisi ayarinda yapilmasi çok ilginç.kökü saglam bi markanin su anda mp3 olarak rakip tanimaz olmasi gerekirken apple dan sansa dan geride bir önceki sürümü çok daha kaliteliydi..radyolu radyosuz diye bi saçmalik da var.bu kadar ucuz düsünülmüs sanirim artik mp3 almayin telefon alin deniliyor.yazik ki bi kültür daha ortadan kalkiyor.,Olumsuz
235,Çok dandik begenmedim,Olumsuz
236,ürün çok güzel hoşta taban bahsedildiği gibi kaymıyor. ya ben ısıyı ayarlayamıyorum ya da malzeme kalitesinden. genel olarak fiyat performans ürünü.,Olumlu
237,İzmir bornova şansal  market firmasından bu ürünü aldık halinin üstünde gitmiyor iade istedik geri almadılar bu nebicim firma anlayamıyorum verdim iz parayı  helal etmiyorum evde sus niyetine aldık evde sus almak istiyorsanız alin,Olumsuz
238,Fiyata göre gayet güzel biraz küçük buda dezavantaj değil kirada oturan için taşımasıda kolay,Olumlu
239,"30-40 liralık cezve bundan daha iyi kahve yapıyor.  rengi de
fotoğraftaki gibi değil. fiyatı 30 liraya düşse dahi almazdım. tavsiye etmiyorum.",Olumsuz
240,Ürünü orijinal hızlı şarj diye almıştım ancak hızlı şarj yapmadığını gördüm,Olumsuz
241,Kusura bakmayın ama çok kötü görünüyor mesela koltuğun altını bu ürünle nasıl süpüreceksiniz bunun yanında bide o kocaman gövdeyi taşı babam taşı 🤔👎👎👎👎👎 dysonun çakması bile olamaz,Olumsuz
242,Kargo hızlı servis güker yüzlü  makina kullanmadık daha bakıcaz,Olumlu
243,zamaninda teslimat urun goruldugu resimdeki gibi sorunsuz dusunmeden alabilirsiniz,Olumlu
244,Arkadaşlar ürün inanılmaz kaliteli ve sağlam. 2 adet matara ile geliyor. Bunların parçaları çok sağlam ve güzel üretilmiş.Kolay gelsin kargosuna ise söylencek hiç birşey yok türkiyede 1 numaralar. Keşke heryerde kendilerinin hizmetlerini kullanabilsek.,Olumlu
245,Ütü de yıllardır philips kullanıyoruz bu modeli de çok kaliteli buhar gücü kuvvetli ve tabanı gerçekten kaygan ve hafif..,Olumlu
246,Urunun voltaji 1000 ve 2100 diyor ama alakasi yoktur telefonujuz 8 saatte sarj olur cok yavas sarji vardir 380 760 amper arasi bir voltaj yollamaktadir 2600 bataryamida 2 defa doldurmaktadir,Olumsuz
247,Olumlu yönleri: Okadar Sessiz ki çalışırken yan odadakiler çalıştığının farkına bile varmıyor,Olumlu
248,"Olumlu yönleri: en sonunda geçen ay aldım nihayet uzun zamandır hoşuma gidiyordu bunlar. Daha fonksiyonlusu da var tabi ama ben bunu aldım sadece kızartma yapabilyiorum. Emniyet kilidi var sıçraması yakması yok , ısı ayarı yapabiliyorsun, haznesi çıkartılabilior. plastik gövdesi var ve  penceresinden bakabiliyorsun piştimi pişmedimi diye :) temiz duruyor ekraf yağ sıçramıyor çok çok çok memnunum.",Olumlu
249,"Olumlu yönleri: Fiyat makul gibi ama üzerine 500 ila 700 tl ekleyip lg philips alınabilir

Olumsuz yönleri: Yıl olmuş 2019 sesli komut özelliği hala yok, lg Samsung 55” 4bin küsüre var yerli üretime destek verelim ama kalite yok ucuz malzemeyi getir montajla misliyle sat görüntü kalitesi tatmin edici değil para kolay kazanılmıyor",Olumsuz
250,Beklentilerimi karşılamadı. Yeterince hızlı değil,Olumsuz
251,idare eder fiyatına göre fena değil,Olumsuz
252,"Ürünü annem için aldım, renginden dolayı başta tereddüt etsemde geldikten sonra o kadar kötü olmadığına kanaat getirdim. Performans açısından fiyatına göre oldukça tatmin edici. Diğer arkadaşlara karşın ben malzeme kalitesinden bariz bir zayıflık görmedim. Memnun kaldık",Olumlu
253,Kizimda gordum begendim. Istedim ve aynisi.Garantisi icinde kaydettim. Tesekkurler,Olumlu
254,herkese teşekkür ederim,Olumlu
255,Harika bir ürün ben beğendim yalnız ızgaraların biri küçük tam oturmuyor boşluk kalıyor,Olumlu
256,sorunsuz elime ulasti ve urun kalitesi cok guzel,Olumlu
257,Gayet güzel geldi çok beğendim,Olumlu
258,"urun su damlatiyo cok sakin almayin paraniza yazik cizik hemde rengide
cok soluk kutu attigim icin iadede yapamiyorum .",Olumsuz
259,"Ürünü çok beğendim 3-4 arkadaş aldık hepimizinki de sorunsuzdu,bu
fiyatla bir de hediye gelmesi güzel jest oldu,çok teşekkürler:))",Olumlu
260,gayet memnunuz tavsiye ederim gidip bin tl vermeyin bu da aynı işi yapıyor.,Olumlu
261,Çeyiz için aldık önce denedik daha sonra. Bir tanede kendime aldım.buhar gücü gayet iyi.düşük  fiyat yüksek kalite,Olumlu
262,"Olumlu yönleri: Fena degil

Olumsuz yönleri: Kullanma kitapçığı yok",Olumlu
263,Media markt harikasınız iki ütü ve süpürge aldım.Bu kadar kısa sürede gelmesini beklemiyordum.Ürünlerim harika çok teşekkür ederim hem kalite hem kargo hem de uygun fiyata aldığım için �� Rahatlıkla alışveriş yapabilirsiniz,Olumlu
264,beyendim güzel ürün tavsiye ederim,Olumlu
265,amazzon tr (satıcı amazzon olacak) alınan telefondan daha değerli..,Olumlu
266,hızlı kargo ve düzgün paketleme için öncelikle tşk ederim.Ürün gayet güzel.Düzgün kullanırsanız su damlatma yapmaz.Kireçlenmeye karşı her ne kadar tedbir alındıysa da tüm ütülerde olduğu gibi içme suyu kullanırsanız sıkıntı olmaz.Neticede daha pahalı bir ütüye hiç gerek yok,Olumlu
267,"Çok kalitesiz. Bir ay normal çalıştı, sonra yandı.",Olumsuz
268,Her gün kullanıyorum cok memnunum sadece cok çalıştırdıgımda ısınıyor pratik bir ürün,Olumlu
269,"Doğru başlıkları doğru yerde kullanırsanız rahat edersiniz. Ledli başlık hem sert zeminde hem halıda kullanılabiliyor. Halıda 3. seviyede, sert zeminde 5. seviyede gayet başarılı bence. Halı başlığının da mavi klipslerine dikkat edin. yine 3. seviyede klipsler kapalı iken daha iyi tutuş sağlıyor, klipsler açıkken hava girdiği için biraz daha rahat hareket ettirebiliyorsunuz. ben ilk denememde şöyle yaptım. her yeri ledli başlıkla uygun seviyelerle süpürdüm, sonra halı başlığı ile halıların üzerinden bir kez daha geçtim. Sapı başta ağır gibi ama kullanırken ağırlığını hissetmiyorsunuz. saptan kumanda işi çok kolaylaştırıyor. led ışıklar da efsane bence...",Olumlu
